Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W),GPU4_Power(W),GPU5_Power(W),GPU6_Power(W),GPU7_Power(W)
0.00,155.0,158.0,153.0,157.0,150.0,158.0,156.0,147.0
0.00,155.0,158.0,153.0,157.0,150.0,158.0,156.0,147.0
0.20,163.0,166.0,161.0,163.0,156.0,162.0,161.0,156.0
0.40,134.0,137.0,131.0,135.0,128.0,133.0,131.0,128.0
0.60,128.0,132.0,126.0,130.0,123.0,128.0,125.0,123.0
0.80,127.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
1.00,128.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
1.20,127.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
1.40,127.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
1.60,127.0,131.0,125.0,129.0,123.0,127.0,124.0,121.0
1.80,127.0,131.0,124.0,128.0,122.0,127.0,124.0,121.0
2.00,127.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
2.20,127.0,131.0,125.0,128.0,122.0,127.0,124.0,121.0
2.40,127.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
2.60,127.0,131.0,125.0,128.0,122.0,127.0,124.0,122.0
2.80,127.0,131.0,124.0,129.0,122.0,126.0,124.0,121.0
3.00,127.0,131.0,124.0,129.0,123.0,126.0,124.0,122.0
3.20,127.0,130.0,124.0,129.0,122.0,126.0,124.0,121.0
3.40,127.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
3.60,127.0,131.0,125.0,129.0,122.0,126.0,123.0,122.0
3.80,127.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
4.00,128.0,130.0,124.0,129.0,122.0,126.0,124.0,122.0
4.20,127.0,130.0,124.0,129.0,122.0,126.0,124.0,122.0
4.40,127.0,130.0,124.0,129.0,122.0,126.0,123.0,122.0
4.60,127.0,130.0,124.0,129.0,123.0,127.0,124.0,121.0
4.80,127.0,130.0,125.0,129.0,122.0,126.0,124.0,121.0
5.01,127.0,131.0,124.0,129.0,123.0,127.0,124.0,122.0
5.21,127.0,131.0,124.0,128.0,122.0,127.0,124.0,122.0
5.41,127.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
5.61,126.0,131.0,125.0,129.0,122.0,126.0,124.0,122.0
5.81,127.0,130.0,125.0,129.0,122.0,126.0,124.0,121.0
6.01,127.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
6.21,127.0,131.0,124.0,129.0,122.0,126.0,124.0,121.0
6.41,128.0,131.0,124.0,129.0,122.0,126.0,124.0,122.0
6.61,127.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
6.81,127.0,131.0,124.0,128.0,122.0,126.0,124.0,121.0
7.01,127.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
7.21,127.0,131.0,124.0,128.0,122.0,126.0,124.0,122.0
7.41,127.0,130.0,124.0,129.0,122.0,126.0,124.0,121.0
7.61,126.0,130.0,124.0,129.0,122.0,126.0,124.0,122.0
7.81,127.0,131.0,125.0,129.0,122.0,126.0,124.0,122.0
8.01,127.0,131.0,124.0,128.0,122.0,126.0,124.0,122.0
8.21,127.0,131.0,124.0,129.0,122.0,126.0,124.0,122.0
8.41,127.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
8.61,127.0,131.0,124.0,128.0,122.0,126.0,124.0,122.0
8.81,127.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
9.01,127.0,131.0,124.0,129.0,122.0,126.0,124.0,122.0
9.21,127.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
9.41,127.0,130.0,124.0,129.0,122.0,126.0,124.0,122.0
9.61,127.0,131.0,124.0,129.0,122.0,126.0,124.0,122.0
9.81,126.0,131.0,124.0,128.0,122.0,126.0,124.0,121.0
10.01,127.0,130.0,124.0,129.0,122.0,126.0,124.0,121.0
10.21,131.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
10.41,163.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
10.61,167.0,131.0,124.0,129.0,122.0,126.0,124.0,121.0
10.81,161.0,130.0,125.0,128.0,122.0,126.0,124.0,121.0
11.01,160.0,131.0,124.0,128.0,122.0,126.0,123.0,121.0
11.21,160.0,130.0,124.0,128.0,122.0,127.0,124.0,121.0
11.41,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
11.61,160.0,130.0,124.0,129.0,122.0,127.0,124.0,121.0
11.81,160.0,131.0,124.0,128.0,122.0,126.0,124.0,121.0
12.01,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
12.21,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
12.41,160.0,131.0,124.0,128.0,122.0,126.0,124.0,122.0
12.61,160.0,131.0,124.0,128.0,122.0,126.0,124.0,121.0
12.81,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
13.01,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
13.21,160.0,130.0,124.0,129.0,122.0,126.0,124.0,121.0
13.43,160.0,130.0,125.0,129.0,122.0,127.0,124.0,121.0
13.63,161.0,131.0,124.0,129.0,122.0,126.0,124.0,121.0
13.83,160.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
14.03,161.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
14.23,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
14.43,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
14.63,160.0,130.0,124.0,129.0,122.0,126.0,124.0,121.0
14.83,161.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
15.03,161.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
15.23,160.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
15.43,161.0,131.0,124.0,128.0,122.0,126.0,124.0,121.0
15.63,160.0,131.0,124.0,129.0,122.0,126.0,124.0,121.0
16.17,160.0,131.0,123.0,128.0,122.0,126.0,123.0,122.0
16.37,161.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
16.57,160.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
16.77,160.0,131.0,124.0,128.0,122.0,126.0,124.0,121.0
16.97,160.0,131.0,124.0,128.0,122.0,126.0,123.0,121.0
17.17,160.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
17.37,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
17.57,160.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
17.77,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
17.97,160.0,130.0,124.0,129.0,122.0,126.0,124.0,121.0
18.17,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
18.37,160.0,130.0,124.0,128.0,122.0,125.0,124.0,121.0
18.57,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
18.77,160.0,130.0,123.0,128.0,122.0,126.0,123.0,121.0
18.97,160.0,130.0,124.0,128.0,122.0,126.0,124.0,120.0
19.17,160.0,131.0,124.0,128.0,122.0,126.0,123.0,121.0
19.37,160.0,130.0,124.0,129.0,122.0,126.0,124.0,121.0
19.57,161.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
19.77,161.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
19.97,161.0,130.0,125.0,129.0,122.0,126.0,123.0,121.0
20.17,160.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
20.37,160.0,130.0,124.0,128.0,122.0,125.0,124.0,121.0
20.57,152.0,130.0,123.0,128.0,121.0,126.0,124.0,121.0
20.77,177.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
20.97,147.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
21.17,130.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
21.37,182.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
21.57,199.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
21.77,203.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
21.97,202.0,130.0,124.0,128.0,122.0,125.0,123.0,121.0
22.17,201.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
22.37,200.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
22.57,201.0,130.0,123.0,128.0,121.0,126.0,124.0,121.0
22.77,199.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
22.97,195.0,130.0,124.0,128.0,122.0,125.0,124.0,121.0
23.17,192.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
23.37,197.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
23.57,198.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
23.77,190.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
23.97,188.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
24.17,187.0,130.0,124.0,128.0,122.0,125.0,123.0,121.0
24.37,188.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
24.57,189.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
24.77,193.0,130.0,124.0,128.0,122.0,125.0,123.0,121.0
24.97,195.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
25.17,202.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
25.37,204.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
25.57,203.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
25.77,202.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
25.97,205.0,131.0,123.0,128.0,122.0,126.0,124.0,121.0
26.17,204.0,130.0,124.0,128.0,122.0,126.0,124.0,120.0
26.37,203.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
26.57,201.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
26.77,173.0,130.0,123.0,128.0,122.0,125.0,123.0,121.0
26.97,182.0,130.0,123.0,128.0,121.0,126.0,123.0,121.0
27.17,196.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
27.37,179.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
27.57,179.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
27.77,197.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
27.97,201.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
28.17,200.0,130.0,123.0,128.0,122.0,125.0,124.0,121.0
28.37,199.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
28.57,197.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
28.77,193.0,130.0,124.0,128.0,121.0,126.0,123.0,121.0
28.97,191.0,130.0,123.0,128.0,121.0,125.0,124.0,121.0
29.17,188.0,130.0,123.0,128.0,122.0,126.0,124.0,121.0
29.37,190.0,130.0,123.0,128.0,121.0,126.0,123.0,121.0
29.57,196.0,130.0,123.0,128.0,122.0,126.0,123.0,121.0
29.77,199.0,130.0,123.0,128.0,122.0,127.0,123.0,121.0
29.97,201.0,130.0,123.0,128.0,122.0,126.0,123.0,121.0
30.17,204.0,129.0,124.0,128.0,122.0,126.0,124.0,121.0
30.37,204.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
30.57,203.0,130.0,124.0,128.0,121.0,126.0,123.0,121.0
30.77,204.0,130.0,124.0,128.0,121.0,126.0,123.0,121.0
30.97,174.0,130.0,124.0,128.0,121.0,126.0,123.0,121.0
31.17,190.0,130.0,124.0,128.0,121.0,126.0,123.0,121.0
31.37,199.0,130.0,123.0,128.0,122.0,126.0,123.0,121.0
31.57,201.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
31.77,198.0,130.0,124.0,128.0,121.0,125.0,123.0,121.0
31.97,195.0,130.0,123.0,128.0,122.0,125.0,123.0,122.0
32.17,193.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
32.37,190.0,130.0,123.0,128.0,121.0,125.0,123.0,121.0
32.57,188.0,130.0,124.0,128.0,121.0,125.0,123.0,121.0
32.77,191.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
32.97,185.0,130.0,124.0,128.0,122.0,126.0,123.0,120.0
33.17,187.0,130.0,123.0,128.0,121.0,126.0,123.0,121.0
33.38,188.0,130.0,124.0,128.0,121.0,125.0,124.0,121.0
33.58,193.0,130.0,124.0,128.0,122.0,125.0,124.0,121.0
33.78,197.0,130.0,124.0,128.0,121.0,125.0,123.0,121.0
33.98,201.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
34.18,202.0,130.0,124.0,128.0,121.0,125.0,123.0,120.0
34.38,205.0,130.0,124.0,128.0,121.0,125.0,123.0,120.0
34.58,205.0,130.0,124.0,128.0,122.0,125.0,124.0,121.0
34.78,203.0,130.0,124.0,128.0,122.0,126.0,124.0,121.0
34.98,204.0,130.0,124.0,128.0,121.0,126.0,124.0,121.0
35.18,204.0,130.0,124.0,128.0,122.0,126.0,123.0,122.0
35.38,203.0,130.0,124.0,128.0,122.0,126.0,123.0,121.0
35.58,203.0,130.0,124.0,128.0,121.0,125.0,123.0,122.0
35.78,202.0,130.0,124.0,128.0,122.0,126.0,124.0,122.0
35.98,201.0,130.0,123.0,127.0,122.0,126.0,123.0,120.0
36.18,187.0,129.0,124.0,128.0,121.0,126.0,124.0,121.0
36.38,179.0,130.0,123.0,128.0,121.0,125.0,123.0,121.0
36.58,198.0,130.0,124.0,128.0,121.0,126.0,123.0,121.0
